time,btc_to_usd, btc_to_brl, mbc_rate, mbc_rate/rate, rate, arbitrage, arbitrage, rate, pos, arbitrage*pos, arbitrage/rate*pos, real_value, real_arbitrage, btc_pnl, eth_pnl, btc_pnl+eth_pnl
2017-06-18 11:11:23.545478,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4854.755105,103.842605,-238.971220,824.960000,585.988780
2017-06-18 11:11:53.906010,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4854.755100,103.842600,-238.971220,824.960000,585.988780
2017-06-18 11:12:24.263705,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4851.365311,100.452811,-238.971220,824.960000,585.988780
2017-06-18 11:12:55.627376,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4851.546940,100.634440,-238.971220,824.960000,585.988780
2017-06-18 11:13:25.958874,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4851.365308,100.452808,-238.971220,824.960000,585.988780
2017-06-18 11:13:56.319370,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4851.365298,100.452798,-238.971220,824.960000,585.988780
2017-06-18 11:14:26.634004,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4851.365296,100.452796,-238.971220,824.960000,585.988780
2017-06-18 11:14:56.983254,2533.820000,8342.600000,9109.000000,2766.590737,3.292500,766.400000,766.400000,3.292500,1.879000,1440.065600,437.377555,4851.365289,100.452789,-238.971220,824.960000,585.988780
2017-06-18 11:15:27.348368,2534.930000,8346.260000,9109.000000,2766.590737,3.292500,762.740000,762.740000,3.292500,1.879000,1433.188460,435.288826,4851.365285,98.371535,-236.885530,832.240000,595.354470
2017-06-18 11:15:57.694672,2534.930000,8346.260000,9109.000000,2766.590737,3.292500,762.740000,762.740000,3.292500,1.879000,1433.188460,435.288826,4851.365280,98.371530,-236.885530,832.240000,595.354470
2017-06-18 11:16:28.075899,2534.930000,8346.260000,9109.000000,2766.590737,3.292500,762.740000,762.740000,3.292500,1.879000,1433.188460,435.288826,4851.571380,98.577630,-236.885530,832.240000,595.354470
2017-06-18 11:16:58.459225,2534.930000,8346.260000,9109.000000,2766.590737,3.292500,762.740000,762.740000,3.292500,1.879000,1433.188460,435.288826,4851.365276,98.371526,-236.885530,832.240000,595.354470
2017-06-18 11:17:28.798407,2534.930000,8346.260000,9109.000000,2766.590737,3.292500,762.740000,762.740000,3.292500,1.879000,1433.188460,435.288826,4851.571377,98.577627,-236.885530,832.240000,595.354470
2017-06-18 11:18:00.267022,2534.930000,8346.260000,9100.000000,2763.857251,3.292500,753.740000,753.740000,3.292500,1.879000,1416.277460,430.152607,4851.450838,98.457088,-236.885530,832.240000,595.354470
2017-06-18 11:18:31.885888,2534.930000,8346.260000,9100.000000,2763.857251,3.292500,753.740000,753.740000,3.292500,1.879000,1416.277460,430.152607,4849.856610,96.862860,-236.885530,832.240000,595.354470
2017-06-18 11:19:03.531922,2534.930000,8346.260000,9100.000000,2763.857251,3.292500,753.740000,753.740000,3.292500,1.879000,1416.277460,430.152607,4832.173121,79.179371,-236.885530,832.240000,595.354470
2017-06-18 11:19:34.921721,2534.930000,8346.260000,9100.000000,2763.857251,3.292500,753.740000,753.740000,3.292500,1.879000,1416.277460,430.152607,4831.113215,78.119465,-236.885530,832.240000,595.354470
2017-06-18 11:20:06.753443,2534.930000,8346.260000,9070.000000,2754.745634,3.292500,723.740000,723.740000,3.292500,1.879000,1359.907460,413.031879,4831.113212,78.119462,-236.885530,832.240000,595.354470
2017-06-18 11:20:38.185612,2534.930000,8346.260000,9070.000000,2754.745634,3.292500,723.740000,723.740000,3.292500,1.879000,1359.907460,413.031879,4830.537531,77.543781,-236.885530,832.240000,595.354470
2017-06-18 11:21:09.592437,2534.930000,8346.260000,9098.999760,2763.553458,3.292500,752.739760,752.739760,3.292500,1.879000,1414.398009,429.581780,4830.567378,77.573628,-236.885530,832.240000,595.354470
2017-06-18 11:21:42.012628,2534.930000,8346.260000,9098.999760,2763.553458,3.292500,752.739760,752.739760,3.292500,1.879000,1414.398009,429.581780,4829.558273,76.564523,-236.885530,832.240000,595.354470
2017-06-18 11:22:13.554962,2534.930000,8346.260000,9098.999760,2763.553458,3.292500,752.739760,752.739760,3.292500,1.879000,1414.398009,429.581780,4829.558273,76.564523,-236.885530,832.240000,595.354470
2017-06-18 11:22:44.952039,2534.930000,8346.260000,9097.000000,2762.946090,3.292500,750.740000,750.740000,3.292500,1.879000,1410.640460,428.440535,4829.624659,76.630909,-236.885530,832.240000,595.354470
2017-06-18 11:23:16.363004,2534.930000,8346.260000,9097.000000,2762.946090,3.292500,750.740000,750.740000,3.292500,1.879000,1410.640460,428.440535,4829.624659,76.630909,-236.885530,832.240000,595.354470
2017-06-18 11:23:47.808489,2534.930000,8346.260000,9097.000000,2762.946090,3.292500,750.740000,750.740000,3.292500,1.879000,1410.640460,428.440535,4829.624659,76.630909,-236.885530,832.240000,595.354470
2017-06-18 11:24:19.182493,2534.930000,8346.260000,9097.000000,2762.946090,3.292500,750.740000,750.740000,3.292500,1.879000,1410.640460,428.440535,4829.654445,76.660695,-236.885530,832.240000,595.354470
2017-06-18 11:24:50.554202,2534.930000,8346.260000,9097.000000,2762.946090,3.292500,750.740000,750.740000,3.292500,1.879000,1410.640460,428.440535,4829.654445,76.660695,-236.885530,832.240000,595.354470
2017-06-18 11:25:21.968768,2534.930000,8346.260000,9097.000000,2762.946090,3.292500,750.740000,750.740000,3.292500,1.879000,1410.640460,428.440535,4829.654445,76.660695,-236.885530,832.240000,595.354470
2017-06-18 11:25:53.396216,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.021857,84.659357,-244.533060,831.520000,586.986940
2017-06-18 11:26:24.794812,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.021857,84.659357,-244.533060,831.520000,586.986940
2017-06-18 11:26:56.168451,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.021857,84.659357,-244.533060,831.520000,586.986940
2017-06-18 11:27:26.537755,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4851.270058,105.907558,-244.533060,831.520000,586.986940
2017-06-18 11:27:56.880333,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.167098,84.804598,-244.533060,831.520000,586.986940
2017-06-18 11:28:27.227778,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.167098,84.804598,-244.533060,831.520000,586.986940
2017-06-18 11:28:57.558313,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.167098,84.804598,-244.533060,831.520000,586.986940
2017-06-18 11:29:27.875166,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.167098,84.804598,-244.533060,831.520000,586.986940
2017-06-18 11:29:58.211437,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.167098,84.804598,-244.533060,831.520000,586.986940
2017-06-18 11:30:31.702873,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.017274,84.654774,-244.533060,831.520000,586.986940
2017-06-18 11:31:02.050117,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.167098,84.804598,-244.533060,831.520000,586.986940
2017-06-18 11:31:33.413544,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.174372,84.811872,-244.533060,831.520000,586.986940
2017-06-18 11:32:03.771386,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.174372,84.811872,-244.533060,831.520000,586.986940
2017-06-18 11:32:34.102296,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.342402,84.979902,-244.533060,831.520000,586.986940
2017-06-18 11:33:04.445482,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.342402,84.979902,-244.533060,831.520000,586.986940
2017-06-18 11:33:34.798618,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.342402,84.979902,-244.533060,831.520000,586.986940
2017-06-18 11:34:05.142345,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.376883,85.014383,-244.533060,831.520000,586.986940
2017-06-18 11:34:35.514103,2530.860000,8332.860000,9097.000000,2762.946090,3.292500,764.140000,764.140000,3.292500,1.879000,1435.819060,436.087793,4830.376883,85.014383,-244.533060,831.520000,586.986940
2017-06-18 11:35:05.855450,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.376883,61.408133,-220.876450,851.840000,630.963550
2017-06-18 11:35:36.206354,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.376883,61.408133,-220.876450,851.840000,630.963550
2017-06-18 11:36:06.556667,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.376883,61.408133,-220.876450,851.840000,630.963550
2017-06-18 11:36:37.997331,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.167098,61.198348,-220.876450,851.840000,630.963550
2017-06-18 11:37:08.344429,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.858773,61.890023,-220.876450,851.840000,630.963550
2017-06-18 11:37:38.689302,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.858773,61.890023,-220.876450,851.840000,630.963550
2017-06-18 11:38:09.022372,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.858773,61.890023,-220.876450,851.840000,630.963550
2017-06-18 11:38:39.384975,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.858773,61.890023,-220.876450,851.840000,630.963550
2017-06-18 11:39:09.707923,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:39:40.039632,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:40:10.372155,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:40:40.739104,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:41:11.096177,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:41:41.465512,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:42:11.827797,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:42:42.202545,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:43:13.577051,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.858773,61.890023,-220.876450,851.840000,630.963550
2017-06-18 11:43:43.919693,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.954116,61.985366,-220.876450,851.840000,630.963550
2017-06-18 11:44:14.240484,2543.450000,8374.310000,9099.000000,2763.553531,3.292500,724.690000,724.690000,3.292500,1.879000,1361.692510,413.574035,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:44:44.570194,2543.450000,8374.310000,9097.000000,2762.946090,3.292500,722.690000,722.690000,3.292500,1.879000,1357.934510,412.432653,4830.962995,61.994245,-220.876450,851.840000,630.963550
2017-06-18 11:45:14.929488,2549.890000,8395.510000,9097.000000,2762.946090,3.292500,701.490000,701.490000,3.292500,1.879000,1318.099710,400.334005,4830.962995,49.919245,-208.775690,854.160000,645.384310
2017-06-18 11:45:45.293517,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:46:15.626048,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:46:46.029534,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:47:16.449755,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:47:46.789979,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:48:17.128474,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:48:47.471359,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:49:17.789631,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:49:48.169131,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.206312,50.162562,-208.775690,854.160000,645.384310
2017-06-18 11:50:18.494218,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.196447,50.152697,-208.775690,854.160000,645.384310
2017-06-18 11:50:48.854774,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.196447,50.152697,-208.775690,854.160000,645.384310
2017-06-18 11:51:19.190331,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.157954,50.114204,-208.775690,854.160000,645.384310
2017-06-18 11:51:49.550462,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4830.935611,49.891861,-208.775690,854.160000,645.384310
2017-06-18 11:52:20.432626,2549.890000,8395.510000,9097.000000,2762.946090,3.292500,701.490000,701.490000,3.292500,1.879000,1318.099710,400.334005,4830.935611,49.891861,-208.775690,854.160000,645.384310
2017-06-18 11:52:50.808466,2549.890000,8395.510000,9097.000000,2762.946090,3.292500,701.490000,701.490000,3.292500,1.879000,1318.099710,400.334005,4830.935611,49.891861,-208.775690,854.160000,645.384310
2017-06-18 11:53:21.148047,2549.890000,8395.510000,9097.000000,2762.946090,3.292500,701.490000,701.490000,3.292500,1.879000,1318.099710,400.334005,4830.935611,49.891861,-208.775690,854.160000,645.384310
2017-06-18 11:53:51.617775,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.202847,50.159097,-208.775690,854.160000,645.384310
2017-06-18 11:54:21.951588,2549.890000,8395.510000,9099.000000,2763.553531,3.292500,703.490000,703.490000,3.292500,1.879000,1321.857710,401.475386,4831.238773,50.195023,-208.775690,854.160000,645.384310
2017-06-18 11:54:52.293599,2549.890000,8395.510000,9098.999970,2763.553522,3.292500,703.489970,703.489970,3.292500,1.879000,1321.857654,401.475369,4831.238773,50.195023,-208.775690,854.160000,645.384310
2017-06-18 11:55:22.665600,2553.210000,8406.440000,9098.999970,2763.553522,3.292500,692.559970,692.559970,3.292500,1.879000,1301.320184,395.237717,4831.238773,43.970023,-202.537410,862.560000,660.022590
2017-06-18 11:55:53.025760,2553.210000,8406.440000,9098.999970,2763.553522,3.292500,692.559970,692.559970,3.292500,1.879000,1301.320184,395.237717,4831.238773,43.970023,-202.537410,862.560000,660.022590
2017-06-18 11:56:23.369813,2553.210000,8406.440000,9098.999970,2763.553522,3.292500,692.559970,692.559970,3.292500,1.879000,1301.320184,395.237717,4831.238773,43.970023,-202.537410,862.560000,660.022590
2017-06-18 11:56:53.684152,2553.210000,8406.440000,9098.999970,2763.553522,3.292500,692.559970,692.559970,3.292500,1.879000,1301.320184,395.237717,4831.277267,44.008517,-202.537410,862.560000,660.022590
2017-06-18 11:57:24.011461,2553.210000,8406.440000,9098.999970,2763.553522,3.292500,692.559970,692.559970,3.292500,1.879000,1301.320184,395.237717,4831.220240,43.951490,-202.537410,862.560000,660.022590
2017-06-18 11:57:55.900052,2553.210000,8406.440000,9098.999970,2763.553522,3.292500,692.559970,692.559970,3.292500,1.879000,1301.320184,395.237717,4830.962995,43.694245,-202.537410,862.560000,660.022590
2017-06-18 11:58:26.236737,2553.210000,8406.440000,9097.000000,2762.946090,3.292500,690.560000,690.560000,3.292500,1.879000,1297.562240,394.096352,4831.220240,43.951490,-202.537410,862.560000,660.022590
2017-06-18 11:58:56.591316,2553.210000,8406.440000,9097.000000,2762.946090,3.292500,690.560000,690.560000,3.292500,1.879000,1297.562240,394.096352,4831.230105,43.961355,-202.537410,862.560000,660.022590
2017-06-18 11:59:26.933453,2553.210000,8406.440000,9097.000000,2762.946090,3.292500,690.560000,690.560000,3.292500,1.879000,1297.562240,394.096352,4831.230105,43.961355,-202.537410,862.560000,660.022590
2017-06-18 11:59:57.245677,2553.210000,8406.440000,9097.000000,2762.946090,3.292500,690.560000,690.560000,3.292500,1.879000,1297.562240,394.096352,4831.230105,43.961355,-202.537410,862.560000,660.022590
2017-06-18 12:00:27.593623,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.439526,44.170776,-202.537410,862.560000,660.022590
2017-06-18 12:00:57.940767,2553.210000,8406.440000,9097.000000,2762.946090,3.292500,690.560000,690.560000,3.292500,1.879000,1297.562240,394.096352,4831.569180,44.300430,-202.537410,862.560000,660.022590
2017-06-18 12:01:28.287605,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.569180,44.300430,-202.537410,862.560000,660.022590
2017-06-18 12:01:58.687881,2553.210000,8406.440000,9097.000000,2762.946090,3.292500,690.560000,690.560000,3.292500,1.879000,1297.562240,394.096352,4831.569180,44.300430,-202.537410,862.560000,660.022590
2017-06-18 12:02:29.011231,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.662053,44.393303,-202.537410,862.560000,660.022590
2017-06-18 12:02:59.350244,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.662053,44.393303,-202.537410,862.560000,660.022590
2017-06-18 12:03:29.754049,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.662053,44.393303,-202.537410,862.560000,660.022590
2017-06-18 12:04:00.272589,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.662053,44.393303,-202.537410,862.560000,660.022590
2017-06-18 12:04:30.633241,2553.210000,8406.440000,9099.000000,2763.553531,3.292500,692.560000,692.560000,3.292500,1.879000,1301.320240,395.237734,4831.665187,44.396437,-202.537410,862.560000,660.022590
2017-06-18 12:05:01.044050,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.665187,37.477687,-195.603900,875.040000,679.436100
2017-06-18 12:05:31.393422,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.665187,37.477687,-195.603900,875.040000,679.436100
2017-06-18 12:06:01.775758,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.665187,37.477687,-195.603900,875.040000,679.436100
2017-06-18 12:06:32.115306,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.665187,37.477687,-195.603900,875.040000,679.436100
2017-06-18 12:07:02.440423,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.665187,37.477687,-195.603900,875.040000,679.436100
2017-06-18 12:07:32.790845,2556.900000,8418.590000,9097.000000,2762.946090,3.292500,678.410000,678.410000,3.292500,1.879000,1274.732390,387.162457,4831.665187,37.477687,-195.603900,875.040000,679.436100
2017-06-18 12:08:03.139933,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.673021,37.485521,-195.603900,875.040000,679.436100
2017-06-18 12:08:33.478984,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.673021,37.485521,-195.603900,875.040000,679.436100
2017-06-18 12:09:03.821655,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4831.673021,37.485521,-195.603900,875.040000,679.436100
2017-06-18 12:09:34.174901,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4839.524143,45.336643,-195.603900,875.040000,679.436100
2017-06-18 12:10:04.533659,2556.900000,8418.590000,9099.000000,2763.553531,3.292500,680.410000,680.410000,3.292500,1.879000,1278.490390,388.303839,4839.524143,45.336643,-195.603900,875.040000,679.436100
2017-06-18 12:10:34.903633,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.535352,45.347852,-195.603900,875.040000,679.436100
2017-06-18 12:11:05.244079,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.535352,45.347852,-195.603900,875.040000,679.436100
2017-06-18 12:11:35.569893,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.535352,45.347852,-195.603900,875.040000,679.436100
2017-06-18 12:12:05.922472,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.549060,45.361560,-195.603900,875.040000,679.436100
2017-06-18 12:12:36.304241,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.549060,45.361560,-195.603900,875.040000,679.436100
2017-06-18 12:13:06.670097,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.549060,45.361560,-195.603900,875.040000,679.436100
2017-06-18 12:13:37.001725,2556.900000,8418.590000,9108.000000,2766.287016,3.292500,689.410000,689.410000,3.292500,1.879000,1295.401390,393.440058,4839.549060,45.361560,-195.603900,875.040000,679.436100
